environment,controller,reset_seed,discounted_return,success,passage_adherence,lower_passage,shortcut_passage,waypoint_completion,all_waypoints_complete,final_target_index
model_s1,shortcut,51000124,11.066088688957908,True,False,True,False,000,False,0
model_s1,shortcut,51000125,12.42784641634072,True,True,False,True,100,False,1
model_s1,shortcut,51000126,13.16293830696572,True,True,False,True,100,False,1
model_s1,shortcut,51000127,2.9798113143170455,True,True,False,True,111,True,2
model_s1,lower,51000000,0.0,False,False,False,False,00000,False,0
model_s1,lower,51000001,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000002,0.0,False,False,False,False,10000,False,1
model_s1,lower,51000003,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000004,9.837102339994921,True,False,False,True,10000,False,1
model_s1,lower,51000005,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000006,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000007,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000008,6.823507198849272,True,False,False,True,10000,False,1
model_s1,lower,51000009,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000010,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000011,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000012,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000013,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000014,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000015,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000016,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000017,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000018,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000019,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000020,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000021,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000022,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000023,8.214600076776321,True,False,False,True,10000,False,1
model_s1,lower,51000024,0.0,False,False,False,False,10000,False,1
model_s1,lower,51000025,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000026,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000027,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000028,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000029,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000030,7.263633867501038,True,False,False,True,10000,False,1
model_s1,lower,51000031,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000032,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000033,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000034,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000035,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000036,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000037,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000038,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000039,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000040,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000041,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000042,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000043,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000044,5.272333020228028,True,False,False,True,10000,False,1
model_s1,lower,51000045,0.0,False,False,False,False,10000,False,1
model_s1,lower,51000046,1.1666195800468546,True,False,False,True,00000,False,0
model_s1,lower,51000047,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000048,11.72950912024697,True,False,False,True,00000,False,0
model_s1,lower,51000049,9.837102339994921,True,True,True,False,11000,False,2
model_s1,lower,51000050,0.0,False,False,False,True,10000,False,1
model_s1,lower,51000051,11.72950912024697,True,False,False,True,00000,False,0
model_s1,lower,51000052,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000053,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000054,3.2176381995723773,True,False,False,True,00000,False,0
model_s1,lower,51000055,4.608237848966204,True,False,False,True,10000,False,1
model_s1,lower,51000056,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000057,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000058,10.4358392792333,True,True,True,False,10000,False,1
model_s1,lower,51000059,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000060,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000061,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000062,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000063,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000064,7.72692509766079,True,False,False,True,00000,False,0
model_s1,lower,51000065,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000066,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000067,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000068,3.2176381995723773,True,False,False,True,00000,False,0
model_s1,lower,51000069,12.42784641634072,True,True,True,False,00000,False,0
model_s1,lower,51000070,1.2002690101593387,False,False,False,True,10000,False,1
model_s1,lower,51000071,9.837102339994921,True,True,True,False,00000,False,0
model_s1,lower,51000072,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000073,7.72692509766079,True,False,False,True,00000,False,0
model_s1,lower,51000074,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000075,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000076,0.0,False,False,False,True,10000,False,1
model_s1,lower,51000077,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000078,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000079,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000080,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000081,10.4358392792333,True,True,True,False,11000,False,2
model_s1,lower,51000082,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000083,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000084,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000085,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000086,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000087,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000088,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000089,12.42784641634072,True,False,False,True,00000,False,0
model_s1,lower,51000090,0.46329123015975304,False,False,False,True,10000,False,1
model_s1,lower,51000091,11.72950912024697,True,False,False,True,10000,False,1
model_s1,lower,51000092,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000093,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000094,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000095,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000096,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000097,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000098,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000099,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000100,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000101,8.727942160055825,True,False,False,True,10000,False,1
model_s1,lower,51000102,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000103,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000104,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000105,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000106,11.72950912024697,True,False,False,True,00000,False,0
model_s1,lower,51000107,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000108,10.4358392792333,True,False,False,True,00000,False,0
model_s1,lower,51000109,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000110,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000111,2.5907440763458,False,False,False,True,10000,False,1
model_s1,lower,51000112,1.1666195800468546,True,False,False,True,10000,False,1
model_s1,lower,51000113,11.066088688957908,True,False,False,True,10000,False,1
model_s1,lower,51000114,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000115,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000116,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000117,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000118,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000119,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000120,13.16293830696572,True,False,False,True,00000,False,0
model_s1,lower,51000121,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000122,1.3090153213932292,True,False,False,True,00000,False,0
model_s1,lower,51000123,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000124,11.066088688957908,True,True,True,False,00000,False,0
model_s1,lower,51000125,12.42784641634072,True,False,False,True,10000,False,1
model_s1,lower,51000126,13.16293830696572,True,False,False,True,10000,False,1
model_s1,lower,51000127,0.0,False,False,False,False,10000,False,1
